latitude,longitude,crime_type,date,severity
19.08558,72.865431,Assault,2024-12-01,4
19.032978,72.846251,Assault,2025-09-30,4
19.07457,72.849644,Harassment,2026-02-23,2
19.110457,72.860174,Assault,2025-11-19,4
19.089363,72.865835,Assault,2024-08-31,4
19.073235,72.825907,Theft,2025-12-01,1
19.061572,72.884652,Robbery,2025-05-13,3
19.085944,72.863915,Assault,2025-06-06,4
19.08124,72.922296,Robbery,2026-08-16,3
19.129991,72.912743,Theft,2025-12-04,1
19.132337,72.899907,Theft,2025-02-12,1
19.094241,72.875655,Harassment,2026-08-05,2
19.043002,72.854226,Robbery,2026-04-15,3
19.10105,72.85649,Harassment,2025-08-14,2
19.047395,72.852803,Assault,2025-07-09,4
19.068798,72.873107,Harassment,2024-10-02,2
19.06735,72.878419,Theft,2025-07-09,1
19.066873,72.86998,Theft,2025-01-26,1
19.119088,72.909453,Robbery,2026-05-26,3
19.067664,72.946359,Harassment,2025-04-13,2
19.035954,72.828961,Assault,2024-12-17,4
19.106643,72.877713,Harassment,2026-07-03,2
19.106463,72.866682,Robbery,2024-11-22,3
19.077257,72.869236,Assault,2025-02-26,4
19.054367,72.841324,Assault,2025-10-22,4
19.13077,72.885055,Assault,2024-08-26,4
19.118208,72.903152,Theft,2026-06-10,1
19.106395,72.856387,Harassment,2026-03-19,2
19.119177,72.896424,Theft,2025-01-07,1
19.104058,72.772206,Robbery,2025-04-22,3
19.132523,72.896347,Harassment,2025-12-27,2
19.143777,72.901166,Theft,2025-11-26,1
19.199922,72.769122,Robbery,2026-07-20,3
19.06651,72.853644,Assault,2025-05-01,4
19.113128,72.875138,Harassment,2025-06-25,2
19.179246,72.826862,Robbery,2026-02-10,3
19.026584,72.877271,Robbery,2024-10-10,3
19.046193,72.819822,Robbery,2026-07-28,3
19.138592,72.896018,Robbery,2025-08-11,3
19.136763,72.895005,Assault,2025-08-02,4
19.041764,72.855936,Theft,2026-03-15,1
19.055574,72.831623,Assault,2026-08-21,4
19.055031,72.829064,Assault,2025-07-07,4
19.097507,72.854273,Harassment,2025-09-09,2
19.022561,72.888917,Robbery,2026-06-01,3
19.093649,72.863226,Theft,2025-03-01,1
19.057653,72.833164,Assault,2025-10-05,4
19.042675,72.828249,Robbery,2026-02-17,3
19.128887,72.895507,Harassment,2025-03-13,2
19.087848,72.877015,Assault,2024-11-04,4
19.043722,72.867038,Theft,2024-11-16,1
19.130346,72.907234,Theft,2024-09-02,1
19.023437,72.881452,Harassment,2025-03-22,2
19.08061,72.877624,Robbery,2025-01-18,3
19.143052,72.808677,Harassment,2026-05-18,2
19.130618,72.903708,Harassment,2025-11-29,2
19.17314,72.927104,Assault,2025-06-19,4
19.083546,72.87302,Theft,2025-01-07,1
19.042762,72.934235,Assault,2026-05-08,4
19.061923,72.836986,Assault,2025-09-19,4
19.117265,72.870171,Assault,2026-02-13,4
19.057977,72.863526,Assault,2025-04-10,4
19.074942,72.878547,Harassment,2025-10-26,2
19.153447,72.81841,Assault,2026-05-21,4
19.054609,72.782712,Robbery,2025-01-08,3
19.031708,72.828932,Robbery,2026-05-22,3
19.039368,72.921464,Theft,2026-01-09,1
19.058978,72.850854,Assault,2025-10-28,4
19.058194,72.907128,Robbery,2025-05-26,3
19.125838,72.903765,Assault,2026-06-16,4
19.095419,72.872145,Harassment,2026-01-07,2
19.009704,72.895625,Assault,2025-10-31,4
19.123119,72.903682,Harassment,2025-12-14,2
19.0387,72.850989,Theft,2025-08-27,1
19.038197,72.854104,Harassment,2026-03-11,2
19.036826,72.750452,Assault,2025-03-28,4
19.052009,72.841985,Robbery,2025-07-22,3
19.032295,72.850781,Theft,2025-06-15,1
19.071474,72.881712,Theft,2025-10-24,1
19.078563,72.871667,Theft,2025-06-03,1
19.107083,72.949406,Robbery,2025-09-17,3
19.092708,72.873538,Theft,2026-03-20,1
19.102315,72.862536,Robbery,2026-06-28,3
19.050994,72.754358,Harassment,2026-04-10,2
19.168687,72.790189,Theft,2025-08-13,1
19.138638,72.894543,Assault,2025-09-09,4
19.100356,72.862495,Harassment,2025-08-19,2
19.153257,72.918964,Theft,2025-01-14,1
19.079571,72.902424,Harassment,2025-02-25,2
19.107097,72.903597,Assault,2024-10-14,4
19.136357,72.791556,Theft,2024-11-11,1
19.053011,72.863934,Robbery,2024-11-10,3
19.077932,72.880443,Robbery,2026-05-13,3
19.123609,72.782261,Theft,2025-08-13,1
19.170924,72.89893,Robbery,2025-09-08,3
19.128688,72.884457,Harassment,2025-03-15,2
19.126574,72.888627,Robbery,2024-10-18,3
19.083792,72.857684,Theft,2026-02-24,1
19.137019,72.896207,Harassment,2024-11-08,2
19.089813,72.815665,Robbery,2024-11-21,3
19.040997,72.840054,Harassment,2025-10-26,2
19.121782,72.897015,Assault,2026-08-18,4
19.139912,72.771928,Assault,2026-08-07,4
19.066055,72.787164,Harassment,2025-07-13,2
19.09215,72.850976,Theft,2026-08-22,1
19.039397,72.857225,Theft,2024-10-16,1
19.068662,72.836661,Assault,2024-09-13,4
19.158689,72.764837,Assault,2025-01-15,4
19.186834,72.870302,Theft,2024-10-15,1
19.104174,72.852317,Robbery,2025-04-19,3
19.133714,72.771603,Assault,2025-03-28,4
19.071462,72.8832,Robbery,2025-07-25,3
19.139691,72.904636,Assault,2025-08-08,4
19.110299,72.904738,Theft,2024-11-13,1
19.062402,72.850902,Assault,2026-04-29,4
19.042735,72.855165,Assault,2025-11-25,4
19.097166,72.854052,Assault,2025-05-06,4
19.011419,72.782625,Robbery,2026-01-25,3
19.066519,72.913677,Assault,2024-10-05,4
19.174745,72.891615,Harassment,2025-12-31,2
19.058635,72.838269,Robbery,2025-09-22,3
19.101623,72.874153,Robbery,2025-01-15,3
19.061069,72.881866,Harassment,2025-07-14,2
19.086603,72.862129,Robbery,2025-11-19,3
19.060149,72.826743,Assault,2025-06-26,4
19.091256,72.856748,Robbery,2026-08-20,3
19.117962,72.887299,Robbery,2026-04-26,3
19.079338,72.776993,Robbery,2026-02-16,3
19.076477,72.871063,Harassment,2026-08-13,2
19.001426,72.848575,Robbery,2024-12-03,3
19.05974,72.838398,Assault,2025-03-30,4
19.150603,72.753365,Theft,2025-11-11,1
19.014456,72.765387,Assault,2026-02-12,4
19.060605,72.821288,Assault,2025-11-04,4
19.147926,72.848652,Robbery,2025-07-25,3
19.108072,72.882957,Assault,2024-12-01,4
19.060736,72.844742,Assault,2025-01-20,4
19.058093,72.871086,Assault,2025-11-05,4
19.139132,72.901729,Robbery,2025-01-04,3
19.188044,72.901824,Theft,2025-09-01,1
19.092107,72.854443,Robbery,2026-02-23,3
19.071579,72.892267,Theft,2025-03-16,1
19.078444,72.872009,Theft,2025-06-09,1
19.173667,72.837759,Assault,2025-10-07,4
19.083045,72.943675,Robbery,2025-04-07,3
19.115389,72.838601,Harassment,2025-06-08,2
19.052704,72.863302,Harassment,2025-04-24,2
19.147121,72.879046,Theft,2026-05-02,1
19.005417,72.942308,Assault,2024-10-12,4
19.049006,72.849239,Theft,2024-08-29,1
19.040897,72.853333,Theft,2025-12-17,1
19.066402,72.896537,Assault,2026-07-24,4
19.096969,72.902131,Theft,2026-08-05,1
19.176364,72.826809,Harassment,2025-02-26,2
19.020345,72.929178,Robbery,2026-02-26,3
19.040551,72.866931,Harassment,2025-03-20,2
19.11913,72.897692,Theft,2025-11-17,1
19.054101,72.856455,Assault,2026-01-01,4
19.070299,72.877446,Theft,2025-04-30,1
19.135638,72.89346,Theft,2026-03-14,1
19.097696,72.936885,Robbery,2025-02-12,3
19.135647,72.898035,Assault,2025-03-02,4
19.123569,72.908425,Harassment,2024-12-10,2
19.110802,72.864969,Theft,2026-04-30,1
19.080091,72.87816,Assault,2025-02-17,4
19.143203,72.901593,Theft,2025-04-15,1
19.121928,72.917843,Robbery,2026-08-17,3
19.036656,72.841943,Theft,2024-12-11,1
19.095755,72.857987,Harassment,2024-10-27,2
19.073339,72.88455,Theft,2026-08-15,1
19.046753,72.86842,Theft,2025-06-26,1
19.105261,72.860766,Harassment,2025-09-09,2
19.058676,72.833994,Theft,2025-05-07,1
19.075328,72.873638,Harassment,2025-09-13,2
19.04541,72.850319,Harassment,2024-09-21,2
19.101933,72.870498,Theft,2024-10-16,1
19.046417,72.8538,Theft,2025-03-28,1
19.038308,72.814042,Assault,2025-09-08,4
19.065627,72.831708,Robbery,2026-06-16,3
19.179694,72.794748,Harassment,2026-04-13,2
19.037464,72.846664,Robbery,2026-05-28,3
19.047407,72.860132,Harassment,2026-07-27,2
19.095411,72.87882,Harassment,2026-03-11,2
19.126914,72.897484,Theft,2025-07-01,1
19.050242,72.885105,Harassment,2024-12-25,2
19.047649,72.867058,Robbery,2025-10-21,3
19.108365,72.843907,Harassment,2026-02-22,2
19.126234,72.899338,Theft,2025-01-13,1
19.092665,72.873616,Harassment,2025-01-22,2
19.105679,72.869737,Robbery,2025-01-02,3
19.069032,72.879347,Theft,2025-12-09,1
19.056149,72.854527,Assault,2024-09-29,4
19.060419,72.831725,Assault,2024-09-26,4
19.073821,72.870182,Assault,2025-12-11,4
19.074938,72.890566,Harassment,2024-11-24,2
19.0806,72.871833,Assault,2026-04-16,4
19.047693,72.851896,Assault,2024-11-21,4
19.192165,72.751229,Harassment,2026-02-18,2
19.123304,72.912815,Theft,2026-01-11,1
19.113085,72.872235,Theft,2026-03-29,1
19.062759,72.942043,Theft,2026-01-29,1
19.111402,72.860632,Harassment,2026-03-20,2
19.061366,72.846009,Robbery,2026-07-22,3
19.048554,72.84938,Theft,2026-08-16,1
19.140575,72.865967,Theft,2024-09-20,1
19.196303,72.894254,Theft,2026-05-31,1
19.07802,72.837737,Theft,2025-06-24,1
19.098609,72.860601,Robbery,2025-02-25,3
19.089355,72.883331,Harassment,2025-12-21,2
19.04593,72.848785,Harassment,2024-11-07,2
19.141867,72.892758,Assault,2025-08-20,4
19.056356,72.832494,Robbery,2025-11-19,3
19.003611,72.820837,Robbery,2024-12-11,3
19.101058,72.8792,Theft,2026-06-11,1
19.02291,72.867651,Harassment,2025-04-13,2
19.059541,72.823108,Theft,2025-04-22,1
19.043578,72.911349,Assault,2024-09-10,4
19.036184,72.77913,Harassment,2025-02-27,2
19.045603,72.85921,Assault,2026-02-10,4
19.047371,72.851468,Harassment,2026-05-03,2
19.048099,72.857081,Assault,2025-06-01,4
19.122593,72.922271,Theft,2025-02-20,1
19.073324,72.945102,Robbery,2026-03-16,3
19.064235,72.863736,Assault,2026-08-17,4
19.185697,72.75373,Robbery,2026-03-28,3
19.077233,72.890271,Robbery,2025-02-17,3
19.100869,72.868531,Harassment,2026-01-23,2
19.03081,72.935341,Theft,2026-04-08,1
19.088461,72.862104,Theft,2026-06-01,1
19.001493,72.940308,Harassment,2025-05-17,2
19.10998,72.784885,Theft,2026-01-15,1
19.178704,72.757669,Harassment,2026-07-10,2
19.107378,72.864776,Theft,2025-01-14,1
19.048066,72.834221,Robbery,2025-10-15,3
19.033227,72.847164,Robbery,2025-12-14,3
19.016957,72.768517,Harassment,2025-11-14,2
19.13939,72.898087,Theft,2024-11-06,1
19.077391,72.884287,Assault,2024-11-28,4
19.116921,72.897442,Assault,2026-02-22,4
19.077632,72.86932,Assault,2024-10-31,4
19.104441,72.870704,Assault,2024-09-09,4
19.07603,72.885222,Robbery,2024-11-13,3
19.038853,72.855035,Assault,2025-11-26,4
19.005933,72.819023,Assault,2024-08-23,4
19.049522,72.852348,Robbery,2025-07-19,3
19.076561,72.875084,Theft,2026-07-10,1
19.07684,72.836194,Theft,2025-05-01,1
19.061003,72.945047,Harassment,2026-03-03,2
19.119138,72.87132,Theft,2026-05-15,1
19.12833,72.907284,Theft,2026-02-07,1
19.070738,72.826889,Robbery,2025-01-25,3
19.066518,72.877314,Theft,2025-09-23,1
19.049748,72.872723,Theft,2026-03-16,1
19.101166,72.866486,Robbery,2026-06-21,3
19.037209,72.860703,Theft,2026-02-11,1
19.100229,72.871479,Theft,2026-08-02,1
19.069318,72.822637,Harassment,2026-06-05,2
19.023968,72.765505,Robbery,2024-10-08,3
19.099184,72.877501,Assault,2026-07-11,4
19.045692,72.861177,Robbery,2024-08-31,3
19.05781,72.904762,Robbery,2026-02-17,3
19.05623,72.839451,Robbery,2025-05-24,3
19.067232,72.870167,Harassment,2025-09-23,2
19.075031,72.884651,Assault,2024-10-21,4
19.071504,72.862405,Robbery,2026-02-18,3
19.118809,72.911207,Assault,2025-09-18,4
19.111136,72.841651,Assault,2025-02-02,4
19.140985,72.874203,Theft,2025-02-16,1
19.006698,72.766857,Robbery,2024-09-23,3
19.126222,72.857422,Assault,2026-02-02,4
19.075306,72.869255,Assault,2025-10-04,4
19.195892,72.89239,Harassment,2024-10-28,2
19.070009,72.837781,Assault,2024-12-12,4
19.095631,72.862707,Harassment,2025-03-18,2
19.070747,72.87702,Theft,2024-09-02,1
19.12458,72.896548,Harassment,2026-04-29,2
19.110765,72.863323,Theft,2026-05-30,1
19.100749,72.873122,Theft,2026-03-24,1
19.070674,72.888976,Robbery,2026-07-02,3
19.090256,72.807939,Harassment,2026-08-14,2
19.03533,72.846764,Theft,2026-03-10,1
19.069554,72.780773,Robbery,2024-10-05,3
19.068197,72.844971,Assault,2025-07-19,4
19.145177,72.913066,Harassment,2026-04-13,2
19.133496,72.769622,Harassment,2025-05-20,2
19.136184,72.884718,Robbery,2025-03-01,3
19.089959,72.866903,Robbery,2024-10-08,3
19.079065,72.886695,Harassment,2025-11-23,2
19.060833,72.831202,Assault,2026-02-14,4
19.119223,72.871906,Theft,2026-02-20,1
19.101862,72.869166,Harassment,2026-05-04,2
19.092242,72.853696,Robbery,2024-10-26,3
19.132809,72.916949,Theft,2025-09-07,1
19.100289,72.814478,Harassment,2025-03-27,2
19.127953,72.901113,Robbery,2025-01-13,3
19.119497,72.905644,Harassment,2026-04-02,2
19.089559,72.925652,Robbery,2026-03-11,3
19.135279,72.908682,Assault,2025-03-17,4
19.167523,72.839024,Harassment,2026-05-08,2
19.149077,72.897986,Theft,2026-03-29,1
19.154261,72.843913,Theft,2025-02-07,1
19.052177,72.813775,Assault,2024-12-02,4
19.061381,72.828931,Harassment,2024-09-13,2
19.096998,72.866114,Assault,2024-09-15,4
19.050992,72.931529,Assault,2024-09-12,4
19.108719,72.896746,Robbery,2025-07-14,3
19.073799,72.840351,Harassment,2024-09-23,2
19.06999,72.869617,Assault,2025-03-27,4
19.147716,72.880727,Assault,2024-09-18,4
19.188191,72.840776,Assault,2024-10-24,4
19.158361,72.87166,Theft,2024-10-30,1
19.124836,72.896704,Assault,2026-05-24,4
19.05164,72.829688,Robbery,2025-07-03,3
19.132268,72.900575,Assault,2025-12-27,4
19.094678,72.877421,Theft,2025-09-22,1
19.087582,72.825639,Theft,2025-03-17,1
19.065862,72.841239,Theft,2024-12-27,1
19.001014,72.777256,Harassment,2026-02-11,2
19.090373,72.867783,Robbery,2026-05-30,3
19.033461,72.779265,Assault,2025-07-12,4
19.049479,72.853229,Robbery,2026-02-02,3
19.132483,72.909766,Theft,2025-05-08,1
19.179928,72.880429,Robbery,2025-11-11,3
19.051797,72.848926,Theft,2024-11-16,1
19.040261,72.855533,Robbery,2025-01-10,3
19.048311,72.857548,Assault,2025-11-07,4
19.107054,72.862068,Theft,2024-10-18,1
19.012653,72.782205,Assault,2025-06-28,4
19.059551,72.83603,Robbery,2025-01-16,3
19.127733,72.898498,Robbery,2025-07-16,3
19.024169,72.917201,Assault,2025-10-29,4
19.058783,72.827689,Harassment,2025-05-21,2
19.126724,72.909942,Theft,2025-05-31,1
19.13766,72.786538,Assault,2026-04-30,4
19.138531,72.890901,Assault,2025-05-16,4
19.010001,72.817446,Theft,2024-10-23,1
19.163998,72.80994,Assault,2024-11-20,4
19.04832,72.86095,Assault,2025-01-23,4
19.081371,72.884205,Theft,2025-03-20,1
19.095797,72.863366,Theft,2026-02-15,1
19.049174,72.852097,Assault,2025-04-11,4
19.04321,72.755134,Robbery,2026-03-12,3
19.062504,72.883408,Robbery,2026-03-17,3
19.101138,72.874048,Harassment,2024-12-10,2
19.100941,72.875127,Theft,2025-02-15,1
19.137191,72.905877,Assault,2025-10-27,4
19.055938,72.835495,Theft,2025-02-18,1
19.081832,72.895672,Harassment,2024-12-24,2
19.024263,72.947801,Assault,2024-09-07,4
19.144567,72.83759,Assault,2026-03-16,4
19.045355,72.858128,Robbery,2026-05-17,3
19.063669,72.887193,Robbery,2026-07-13,3
19.059184,72.885334,Robbery,2025-04-10,3
19.123696,72.886576,Theft,2025-09-29,1
19.083222,72.862767,Assault,2024-12-23,4
19.065163,72.838437,Assault,2024-12-05,4
19.122871,72.823548,Harassment,2026-03-09,2
19.052091,72.828116,Harassment,2026-01-04,2
19.065374,72.845394,Harassment,2025-05-08,2
19.12817,72.905765,Robbery,2025-01-11,3
19.06912,72.864434,Theft,2025-06-09,1
19.082666,72.873678,Theft,2024-09-06,1
19.108506,72.860785,Harassment,2025-10-08,2
19.099356,72.888823,Theft,2026-07-22,1
19.123447,72.90586,Robbery,2026-06-15,3
19.126067,72.89563,Robbery,2025-11-19,3
19.134106,72.770762,Assault,2025-07-13,4
19.088426,72.864138,Assault,2024-09-28,4
19.058742,72.831784,Robbery,2025-08-30,3
19.056403,72.855567,Robbery,2026-01-21,3
19.108329,72.806373,Assault,2024-09-11,4
19.049646,72.868323,Assault,2026-05-25,4
19.038087,72.910564,Harassment,2024-11-28,2
19.039896,72.851875,Harassment,2026-03-20,2
19.05084,72.832402,Theft,2025-09-06,1
19.071675,72.856359,Assault,2025-06-16,4
19.058097,72.8968,Robbery,2024-09-04,3
19.123493,72.780304,Harassment,2026-02-02,2
19.159953,72.776087,Robbery,2025-07-15,3
19.14689,72.785397,Assault,2025-09-30,4
19.130381,72.903232,Theft,2025-05-10,1
19.083761,72.88439,Harassment,2026-05-09,2
19.078711,72.882217,Robbery,2024-09-13,3
19.122604,72.885405,Robbery,2025-05-16,3
19.058334,72.832798,Robbery,2025-04-11,3
19.04374,72.853167,Assault,2026-06-11,4
19.059127,72.784778,Theft,2024-08-26,1
19.118535,72.889512,Assault,2024-09-02,4
19.05998,72.846158,Harassment,2025-09-20,2
19.033165,72.818947,Assault,2025-04-08,4
19.057011,72.823509,Theft,2025-10-22,1
19.079902,72.876053,Assault,2024-11-12,4
19.130792,72.939312,Harassment,2026-03-06,2
19.054488,72.829632,Assault,2024-10-27,4
19.058636,72.832635,Robbery,2026-02-19,3
19.097398,72.881276,Theft,2026-07-05,1
19.143624,72.916316,Robbery,2026-01-03,3
19.063319,72.831122,Robbery,2026-01-12,3
19.070952,72.885853,Harassment,2026-02-25,2
19.070222,72.835502,Robbery,2026-05-17,3
19.097314,72.861257,Harassment,2025-09-02,2
19.12821,72.893493,Robbery,2024-12-09,3
19.01767,72.781136,Assault,2026-06-13,4
19.149347,72.848242,Theft,2024-10-31,1
19.130091,72.905586,Robbery,2025-12-09,3
19.07368,72.861367,Robbery,2025-08-29,3
